timestamp,pos_x,pos_y,pos_z,ori_w,ori_x,ori_y,ori_z,acc_x,acc_y,acc_z,w_yaw,w_pitch,w_roll,gesture_id,user_id,trial_id,label,source
0.916881,0.13958612,0.17730995,0.14515108,0.9769295,0.1335665,-0.16446671,0.026822362,-0.16666667,0.3846154,0.36,-2.4114845,3.8737822,0.17471069,12,D2,1,0,g12_D2_t01.mat
0.933429,0.1468075,0.1991815,0.15751423,0.9769295,0.1335665,-0.16446671,0.026822362,-0.16666667,0.3846154,0.36,-2.4114845,3.8737822,0.17471069,12,D2,1,0,g12_D2_t01.mat
0.9501011,0.15674722,0.21946158,0.1680343,0.9769295,0.1335665,-0.16446671,0.026822362,-0.16666667,0.3846154,0.36,-2.4114845,3.8737822,0.17471069,12,D2,1,0,g12_D2_t01.mat
0.96677,0.16112924,0.23356047,0.17756772,0.9769295,0.1335665,-0.16446671,0.026822362,-0.16666667,0.3846154,0.36,-2.4114845,3.8737822,0.17471069,12,D2,1,0,g12_D2_t01.mat
0.98343307,0.16671251,0.25063884,0.1896959,0.9769295,0.1335665,-0.16446671,0.026822362,-0.16666667,0.3846154,0.36,-2.4114845,3.8737822,0.17471069,12,D2,1,0,g12_D2_t01.mat
1.000119,0.16899596,0.26216835,0.19956818,0.8712865,0.3613499,-0.32648197,0.060791276,-0.25,0.26923078,0.2,-0.33890587,0.5646376,0.6511856,12,D2,1,0,g12_D2_t01.mat
1.01678,0.1724389,0.2721497,0.2068044,0.8685062,0.36514497,-0.3292552,0.06290587,-0.20833333,0.34615386,-0.48,-0.283928,0.5131504,0.4190568,12,D2,1,0,g12_D2_t01.mat
1.033442,0.17426717,0.28029403,0.21243763,0.86650133,0.36885822,-0.33045167,0.062615395,-0.20833333,0.3846154,-0.48,-0.14604698,0.36305207,-0.04781879,12,D2,1,0,g12_D2_t01.mat
1.0501131,0.17522553,0.28546703,0.21758328,0.8645173,0.37293547,-0.33136502,0.061043806,-0.16666667,0.5,-0.52,-0.024746593,0.12655996,0.06300963,12,D2,1,0,g12_D2_t01.mat
1.066789,0.17584103,0.28983134,0.2211989,0.8637419,0.37361875,-0.33279562,0.060050692,-0.125,0.53846157,-0.52,-0.013401951,0.010495563,0.15987542,12,D2,1,0,g12_D2_t01.mat
1.083447,0.17587811,0.29195392,0.22420092,0.8638909,0.3730793,-0.33293083,0.06050982,-0.083333336,0.5769231,-0.52,-0.036091235,-0.079388894,0.23841524,12,D2,1,0,g12_D2_t01.mat
1.1001221,0.17633674,0.29309526,0.2262348,0.8638909,0.3730793,-0.33293083,0.06050982,-0.083333336,0.5769231,-0.52,-0.036091235,-0.079388894,0.23841524,12,D2,1,0,g12_D2_t01.mat
1.11679,0.17666003,0.2935676,0.2276854,0.86637866,0.3628763,-0.33650276,0.06689297,-0.041666668,0.61538464,-0.48,-0.065761834,-0.15618339,0.30473775,12,D2,1,0,g12_D2_t01.mat
1.133452,0.17706522,0.29308143,0.22891445,0.8676675,0.35778713,-0.33878338,0.06608573,-0.125,0.6923077,-0.56,-0.16699094,-0.34991494,0.12147816,12,D2,1,0,g12_D2_t01.mat
1.150125,0.17731093,0.29197925,0.22924565,0.8682086,0.3561028,-0.33942932,0.064749084,-0.16666667,0.6923077,-0.56,-0.059653178,-0.42583677,0.020249046,12,D2,1,0,g12_D2_t01.mat
1.166797,0.17774197,0.28970692,0.22911982,0.8717493,0.34865004,-0.33884126,0.06068719,-0.041666668,0.7692308,-0.56,0.11749775,-0.646621,-0.31834486,12,D2,1,0,g12_D2_t01.mat
1.1834592,0.17766805,0.28808776,0.22820349,0.8751693,0.3427316,-0.3372397,0.05369438,-0.125,0.88461536,-0.52,0.05117523,-0.6143323,-0.55047363,12,D2,1,0,g12_D2_t01.mat
0.016662,-0.25125065,0.29744762,0.17576106,0.884256,0.34032345,0.3168509,-0.04332356,0.25,0.61538464,-0.52,0.463073,0.65801275,0.18867332,12,D2,2,0,g12_D2_t02.mat
0.033333,-0.25681114,0.3038344,0.18043067,0.88121104,0.34550792,0.31991532,-0.041780073,0.33333334,0.61538464,-0.52,0.44125637,0.69815534,0.028103042,12,D2,2,0,g12_D2_t02.mat
0.049995,-0.2598819,0.30891156,0.18338338,0.8769833,0.35295004,0.32346943,-0.041159887,0.29166666,0.5769231,-0.52,0.31908327,0.8255643,-0.059163425,12,D2,2,0,g12_D2_t02.mat
0.066664,-0.26120138,0.31176245,0.18633552,0.8741178,0.35834435,0.32535905,-0.040606584,0.29166666,0.53846157,-0.52,0.3234466,0.84912634,0.01850371,12,D2,2,0,g12_D2_t02.mat
0.083335005,-0.26446697,0.31419355,0.18987137,0.87038565,0.36551273,0.3275804,-0.03899222,0.45833334,0.34615386,-0.48,0.25974208,0.6370688,0.11711484,12,D2,2,0,g12_D2_t02.mat
0.10000101,-0.26573405,0.31789595,0.19291335,0.86807716,0.37083188,0.32815292,-0.035231974,0.5,0.1923077,-0.44,0.04593924,0.11696065,0.4068395,12,D2,2,0,g12_D2_t02.mat
0.116684005,-0.2682139,0.32117862,0.19593127,0.8693109,0.3714417,0.32507136,-0.025655134,0.5833333,0.1923077,-0.4,-0.20713352,-0.61695033,0.86498845,12,D2,2,0,g12_D2_t02.mat
0.13334002,-0.26883534,0.3217579,0.1978333,0.8716893,0.36906984,0.32188708,-0.01827165,0.6666667,0.26923078,-0.36,-0.32581592,-0.84907913,0.83095455,12,D2,2,0,g12_D2_t02.mat
0.150005,-0.26934144,0.32170847,0.19953471,0.87392724,0.3663748,0.3191314,-0.013267456,0.7083333,0.30769232,-0.36,-0.46020627,-0.9764882,0.6834741,12,D2,2,0,g12_D2_t02.mat
0.166673,-0.26925316,0.32071683,0.19977556,0.87864953,0.36040375,0.31310147,-0.007186105,0.6666667,0.30769232,-0.36,-0.8459241,-0.9956868,0.2506325,12,D2,2,0,g12_D2_t02.mat
0.18334901,-0.26757592,0.31675777,0.19775856,0.88632226,0.3505768,0.30251676,-0.0035120347,0.625,0.1923077,-0.32,-1.1260494,-1.1545118,0.07522691,12,D2,2,0,g12_D2_t02.mat
0.20001002,-0.2654998,0.31127974,0.19487102,0.8902236,0.34538296,0.2970013,-0.0016467136,0.625,0.115384616,-0.28,-1.2578218,-1.3744233,0.17383805,12,D2,2,0,g12_D2_t02.mat
0.21667902,-0.2627301,0.30516762,0.1905175,0.8989388,0.3330881,0.28445604,0.006798219,0.5833333,0.0,-0.16,-1.5362018,-2.3064291,1.0229408,12,D2,2,0,g12_D2_t02.mat
0.23335001,-0.25816843,0.2974506,0.1850124,0.91508275,0.3060897,0.2607835,0.030405859,0.625,0.115384616,0.04,-1.7822932,-3.352754,1.7062372,12,D2,2,0,g12_D2_t02.mat
0.250016,-0.2518236,0.28790423,0.17834261,0.9196779,0.29719862,0.25403342,0.036503613,0.6666667,0.26923078,0.12,-1.8905036,-3.6058269,1.4837078,12,D2,2,0,g12_D2_t02.mat
0.266687,-0.2442021,0.27561453,0.17026794,0.9343798,0.26571885,0.23243867,0.04795907,0.75,0.5,0.2,-2.2116442,-3.4810357,0.14765811,12,D2,2,0,g12_D2_t02.mat
0.28335902,-0.23652576,0.26020947,0.16115826,0.9485617,0.23356941,0.20843829,0.047217395,0.5833333,0.30769232,0.36,-2.7919664,-3.3178475,-0.49636844,12,D2,2,0,g12_D2_t02.mat
0.30002,-0.22537626,0.24016288,0.14973621,0.9630082,0.19587494,0.17752755,0.05226961,0.5,0.0,0.56,-3.1881561,-4.498563,0.79255724,12,D2,2,0,g12_D2_t02.mat
0.31668702,-0.21613036,0.2235512,0.14055316,0.97313637,0.16095114,0.15055537,0.066582955,0.45833334,0.03846154,0.64,-3.401086,-5.4157333,1.6041354,12,D2,2,0,g12_D2_t02.mat
0.33336002,-0.19777133,0.19551724,0.12815244,0.9853405,0.09982298,0.107557595,0.087011576,0.20833333,0.61538464,0.84,-3.723972,-6.572014,1.5212322,12,D2,2,0,g12_D2_t02.mat
0.35002503,-0.1847272,0.174663,0.1185823,0.9881249,0.081094526,0.09464031,0.089867376,0.041666668,0.8076923,0.88,-3.7676053,-6.453332,0.6511856,12,D2,2,0,g12_D2_t02.mat
0.36669403,-0.16353771,0.14707468,0.11174095,0.9943424,0.02141164,0.053707313,0.08910853,-0.41666666,0.88461536,0.96,-3.429884,-5.845957,-0.61243284,12,D2,2,0,g12_D2_t02.mat
0.38336903,-0.14878014,0.11622136,0.10002026,0.9952055,-0.047352303,0.013577464,0.084495254,-0.5416667,1.0384616,1.0,-2.6724112,-5.7918515,-0.27558428,12,D2,2,0,g12_D2_t02.mat
0.400032,-0.11771,0.07781241,0.099668324,0.9941396,-0.06770567,0.00354398,0.08420148,-0.5833333,1.1923077,1.0,-2.3844318,-5.7543273,-0.07225339,12,D2,2,0,g12_D2_t02.mat
0.416704,-0.10912677,0.049324635,0.09268872,0.9890773,-0.12205919,-0.021332312,0.079828724,-0.7916667,1.8461539,0.84,-1.8320351,-5.2743616,-0.5801442,12,D2,2,0,g12_D2_t02.mat
0.43337402,-0.066151194,-0.0058236336,0.09766287,0.98358244,-0.1636442,-0.038334012,0.06570188,-0.8333333,2.3076923,0.76,-0.9480258,-3.6904752,-1.5313487,12,D2,2,0,g12_D2_t02.mat
0.45004,-0.05998371,-0.03126822,0.0989443,0.9799149,-0.18875279,-0.04731232,0.043596633,-0.7083333,2.5769231,0.76,-0.24291275,-2.19211,-1.9982244,12,D2,2,0,g12_D2_t02.mat
0.46670702,-0.029160367,-0.07584517,0.11241171,0.9784092,-0.19828,-0.050380956,0.029363193,-0.625,2.6538463,0.76,-0.09281444,-1.5690275,-1.7285709,12,D2,2,0,g12_D2_t02.mat
0.48337904,-0.018774394,-0.10357896,0.11934857,0.976989,-0.2058116,-0.053877346,0.015211425,-0.5833333,2.5,0.76,-0.16175495,-0.8866037,-1.0636004,12,D2,2,0,g12_D2_t02.mat
0.50004405,-0.0060143056,-0.13072813,0.12990995,0.9766298,-0.20750548,-0.05453448,0.01271517,-0.7083333,2.5384614,0.72,-0.14430165,-0.74174136,-0.5766536,12,D2,2,0,g12_D2_t02.mat
0.516711,-0.00074492866,-0.15015829,0.13606809,0.97614133,-0.21014129,-0.053276915,0.012262237,-0.375,2.5384614,0.64,0.041575916,-0.18847199,0.049919657,12,D2,2,0,g12_D2_t02.mat
0.533383,0.00598042,-0.16450195,0.1421513,0.97763157,-0.20331945,-0.05313434,0.008628408,-0.20833333,2.2692308,0.6,0.03110395,0.82032835,-0.35674208,12,D2,2,0,g12_D2_t02.mat
0.550047,0.011033138,-0.17464016,0.14655946,0.9806265,-0.1883475,-0.05377199,0.0023355072,-0.083333336,1.8846154,0.56,-0.006420632,1.3901783,-0.5949795,12,D2,2,0,g12_D2_t02.mat
0.566721,0.014358448,-0.1803064,0.1495443,0.9828925,-0.17590249,-0.05457012,-0.0016577705,-0.041666668,1.7692307,0.52,-0.03347324,1.5132241,-0.5513463,12,D2,2,0,g12_D2_t02.mat
0.583392,0.017133309,-0.1802343,0.14984061,0.9858072,-0.15799409,-0.05674969,-0.0012229383,0.083333336,1.6923077,0.56,-0.16960892,1.6266705,-0.15951985,12,D2,2,0,g12_D2_t02.mat
0.60005605,0.019154103,-0.17525561,0.14710522,0.9865298,-0.15300389,-0.057867564,-0.00020107874,0.16666667,1.6923077,0.56,-0.31272593,1.7130643,-0.10366934,12,D2,2,0,g12_D2_t02.mat
0.616724,0.02201512,-0.16757421,0.1439315,0.9888184,-0.13504478,-0.063241124,0.0012328004,0.16666667,1.6923077,0.68,-0.4959855,2.0979095,-0.30350953,12,D2,2,0,g12_D2_t02.mat
0.63339907,0.02532836,-0.15716009,0.1393975,0.9915222,-0.10956977,-0.069802225,0.0024253223,0.33333334,1.6923077,0.76,-0.5378734,2.5630398,-0.31834486,12,D2,2,0,g12_D2_t02.mat
0.65006304,0.02882316,-0.1431052,0.13420655,0.9922201,-0.10150634,-0.07203659,0.0025448708,0.41666666,1.6538461,0.8,-0.68186307,2.8675997,-0.42219195,12,D2,2,0,g12_D2_t02.mat
0.666733,0.032825988,-0.1274325,0.12922898,0.99408495,-0.07085682,-0.08226565,0.0026285932,0.45833334,1.4615384,0.84,-1.134776,3.30655,-0.44662654,12,D2,2,0,g12_D2_t02.mat
0.683398,0.038627185,-0.10922676,0.123804815,0.99455297,-0.039566297,-0.09628505,0.0052965865,0.45833334,1.3461539,0.84,-1.4061748,3.399925,-0.25900364,12,D2,2,0,g12_D2_t02.mat
0.700069,0.04309157,-0.0908764,0.11943657,0.99418944,-0.025360625,-0.104317404,0.007874613,0.33333334,1.2692307,0.84,-1.915811,3.4767196,0.14678545,12,D2,2,0,g12_D2_t02.mat
0.716741,0.054698687,-0.06320792,0.11461428,0.99185485,0.009139362,-0.12613475,0.015181261,0.20833333,1.1153846,0.8,-2.2439327,3.6870317,0.17296539,12,D2,2,0,g12_D2_t02.mat
0.73340404,0.058783587,-0.05419997,0.10725733,0.98689246,0.04913386,-0.15213707,0.021985034,0.20833333,1.0384616,0.76,-2.3495252,3.7812796,0.10751554,12,D2,2,0,g12_D2_t02.mat
0.750075,0.07536439,-0.010306156,0.114208415,0.9826097,0.074043415,-0.16833782,0.025653796,0.16666667,0.96153843,0.72,-2.4586084,3.88949,0.053410295,12,D2,2,0,g12_D2_t02.mat
0.76675606,0.08190227,0.015053206,0.11840547,0.97452724,0.10905873,-0.19316186,0.033034485,-0.041666668,0.6923077,0.56,-2.618306,3.8257856,0.46356267,12,D2,2,0,g12_D2_t02.mat
0.783411,0.1015877,0.047350463,0.11983205,0.9722222,0.117001444,-0.19960009,0.03541793,-0.125,0.34615386,0.4,-2.6741567,3.5753307,0.7044182,12,D2,2,0,g12_D2_t02.mat
0.80008,0.10952928,0.06273699,0.12135174,0.9623188,0.14408979,-0.2258635,0.046544358,-0.25,0.26923078,0.24,-2.6532125,2.9094877,1.212309,12,D2,2,0,g12_D2_t02.mat
0.816748,0.12546137,0.106314436,0.13796222,0.9509985,0.16790703,-0.25284567,0.058976725,-0.33333334,0.23076923,0.08,-2.5031142,2.5473318,1.1843837,12,D2,2,0,g12_D2_t02.mat
0.83341503,0.13385226,0.13043721,0.14881559,0.9460791,0.17789489,-0.2633173,0.062864,-0.375,0.23076923,0.0,-2.3652332,2.4286494,0.9880342,12,D2,2,0,g12_D2_t02.mat
0.850085,0.14931557,0.1571732,0.16029534,0.9354112,0.19911882,-0.28368986,0.06984008,-0.5,0.15384616,-0.12,-1.9786428,2.1415427,0.7873213,12,D2,2,0,g12_D2_t02.mat
0.86675507,0.15675707,0.17618123,0.17193224,0.9236932,0.22035685,-0.30366766,0.07758705,-0.41666666,0.15384616,-0.24,-1.6260862,1.7427349,0.7532873,12,D2,2,0,g12_D2_t02.mat
0.883421,0.16561343,0.19750686,0.18528998,0.9205258,0.22556767,-0.30891162,0.079530664,-0.41666666,0.1923077,-0.24,-1.5300931,1.549876,0.72099876,12,D2,2,0,g12_D2_t02.mat
0.900089,0.1719616,0.21476997,0.19851786,0.91061205,0.24068853,-0.32501167,0.08498287,-0.45833334,0.1923077,-0.36,-1.2874924,1.1580496,0.616279,12,D2,2,0,g12_D2_t02.mat
0.91677403,0.17904769,0.23009352,0.21056251,0.9041415,0.24921532,-0.33529636,0.08942177,-0.45833334,0.23076923,-0.4,-0.9270818,0.8037477,0.65031296,12,D2,2,0,g12_D2_t02.mat
0.93342406,0.18332057,0.24174869,0.22256872,0.9001469,0.25484425,-0.341191,0.09153571,-0.33333334,0.34615386,-0.44,-0.75778496,0.6815747,0.46356267,12,D2,2,0,g12_D2_t02.mat
0.95009303,0.18761104,0.25229788,0.23230048,0.8976211,0.2591017,-0.34446743,0.09211358,-0.29166666,0.3846154,-0.44,-0.60855925,0.6431774,0.2392879,12,D2,2,0,g12_D2_t02.mat
0.9667631,0.19015934,0.25983587,0.24012046,0.89430463,0.26560545,-0.3484262,0.09095179,-0.20833333,0.46153846,-0.48,-0.40522838,0.31243753,0.01763106,12,D2,2,0,g12_D2_t02.mat
0.98343,0.19026016,0.26608503,0.24739404,0.8923126,0.26858562,-0.3512986,0.09071533,-0.16666667,0.5,-0.48,-0.40173772,0.21644443,0.13805881,12,D2,2,0,g12_D2_t02.mat
