thon312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/fine_tune_online.py --train-csv online_vxo.csv --test-csv vxo_gesture.csv --pretrained offline_gesture_bilstm.pth --model bilstm --output online_gesture_bilstm.pth  --lr 1e-3  
==================================================
### 1단계: bilstm 모델 5-Fold 교차 검증 시작 ###
==================================================

--- Fold 1/5 ---
  Fold 1 | Epoch 1/25 | Val Loss: 0.1965, Val F1: 0.9153
  Fold 2 | Epoch 20/25 | Val Loss: 0.1347, Val F1: 0.9165
  Fold 2 | Epoch 21/25 | Val Loss: 0.1319, Val F1: 0.9165
  Fold 2 | Epoch 22/25 | Val Loss: 0.1294, Val F1: 0.9165
  Fold 2 | Epoch 23/25 | Val Loss: 0.1269, Val F1: 0.9165
  Fold 2 | Epoch 24/25 | Val Loss: 0.1246, Val F1: 0.9165
  Fold 2 | Epoch 25/25 | Val Loss: 0.1221, Val F1: 0.9165

--- Fold 3/5 ---
  Fold 3 | Epoch 1/25 | Val Loss: 0.2234, Val F1: 0.9430
  Fold 3 | Epoch 2/25 | Val Loss: 0.2082, Val F1: 0.9722
  Fold 3 | Epoch 3/25 | Val Loss: 0.1945, Val F1: 0.9722
  Fold 3 | Epoch 4/25 | Val Loss: 0.1823, Val F1: 0.9722
  Fold 3 | Epoch 5/25 | Val Loss: 0.1714, Val F1: 0.9722
  Fold 3 | Epoch 6/25 | Val Loss: 0.1622, Val F1: 0.9722
  Fold 3 | Epoch 7/25 | Val Loss: 0.1537, Val F1: 0.9722
  Fold 3 | Epoch 8/25 | Val Loss: 0.1460, Val F1: 0.9722
  Fold 3 | Epoch 9/25 | Val Loss: 0.1389, Val F1: 0.9722
  Fold 3 | Epoch 10/25 | Val Loss: 0.1328, Val F1: 0.9722
  Fold 3 | Epoch 11/25 | Val Loss: 0.1275, Val F1: 0.9722
  Fold 3 | Epoch 12/25 | Val Loss: 0.1221, Val F1: 0.9722
  Fold 3 | Epoch 13/25 | Val Loss: 0.1174, Val F1: 0.9722
  Fold 3 | Epoch 14/25 | Val Loss: 0.1128, Val F1: 0.9722
  Fold 3 | Epoch 15/25 | Val Loss: 0.1088, Val F1: 0.9722
  Fold 3 | Epoch 16/25 | Val Loss: 0.1052, Val F1: 0.9722
  Fold 3 | Epoch 17/25 | Val Loss: 0.1021, Val F1: 0.9722
  Fold 3 | Epoch 18/25 | Val Loss: 0.0992, Val F1: 0.9722
  Fold 3 | Epoch 19/25 | Val Loss: 0.0963, Val F1: 0.9722
  Fold 3 | Epoch 20/25 | Val Loss: 0.0937, Val F1: 0.9722
  Fold 3 | Epoch 21/25 | Val Loss: 0.0910, Val F1: 0.9722
  Fold 3 | Epoch 22/25 | Val Loss: 0.0889, Val F1: 0.9722
  Fold 3 | Epoch 23/25 | Val Loss: 0.0866, Val F1: 0.9722
  Fold 3 | Epoch 24/25 | Val Loss: 0.0844, Val F1: 0.9722
  Fold 3 | Epoch 25/25 | Val Loss: 0.0825, Val F1: 0.9722

--- Fold 4/5 ---
  Fold 4 | Epoch 1/25 | Val Loss: 0.1289, Val F1: 1.0000
  Fold 4 | Epoch 2/25 | Val Loss: 0.1230, Val F1: 1.0000
  Fold 4 | Epoch 3/25 | Val Loss: 0.1181, Val F1: 1.0000
  Fold 4 | Epoch 4/25 | Val Loss: 0.1144, Val F1: 1.0000
  Fold 4 | Epoch 5/25 | Val Loss: 0.1121, Val F1: 1.0000
  Fold 4 | Epoch 6/25 | Val Loss: 0.1105, Val F1: 1.0000
  Fold 4 | Epoch 7/25 | Val Loss: 0.1098, Val F1: 1.0000
  Fold 4 | Epoch 8/25 | Val Loss: 0.1095, Val F1: 1.0000
  Fold 4 | Epoch 9/25 | Val Loss: 0.1096, Val F1: 1.0000
  Fold 4 | Epoch 10/25 | Val Loss: 0.1102, Val F1: 1.0000
  Fold 4 | Epoch 11/25 | Val Loss: 0.1113, Val F1: 0.9722
  Fold 4 | Epoch 12/25 | Val Loss: 0.1125, Val F1: 0.9722
  Fold 4 | Epoch 13/25 | Val Loss: 0.1131, Val F1: 0.9722
  Fold 4 | Epoch 14/25 | Val Loss: 0.1137, Val F1: 0.9722
  Fold 4 | Epoch 15/25 | Val Loss: 0.1142, Val F1: 0.9722
  Fold 4 | Epoch 16/25 | Val Loss: 0.1149, Val F1: 0.9722
  Fold 4 | Epoch 17/25 | Val Loss: 0.1153, Val F1: 0.9722
  Fold 4 | Epoch 18/25 | Val Loss: 0.1168, Val F1: 0.9722
  Fold 4 | Epoch 19/25 | Val Loss: 0.1185, Val F1: 0.9722
  Fold 4 | Epoch 20/25 | Val Loss: 0.1194, Val F1: 0.9722
  Fold 4 | Epoch 21/25 | Val Loss: 0.1197, Val F1: 0.9722
  Fold 4 | Epoch 22/25 | Val Loss: 0.1195, Val F1: 0.9722
  Fold 4 | Epoch 23/25 | Val Loss: 0.1201, Val F1: 0.9722
  Fold 4 | Epoch 24/25 | Val Loss: 0.1197, Val F1: 0.9441
  Fold 4 | Epoch 25/25 | Val Loss: 0.1201, Val F1: 0.9441

--- Fold 5/5 ---
  Fold 5 | Epoch 1/25 | Val Loss: 0.2267, Val F1: 0.9400
  Fold 5 | Epoch 2/25 | Val Loss: 0.2153, Val F1: 0.9400
  Fold 5 | Epoch 3/25 | Val Loss: 0.2039, Val F1: 0.9400
  Fold 5 | Epoch 4/25 | Val Loss: 0.1949, Val F1: 0.9708
  Fold 5 | Epoch 5/25 | Val Loss: 0.1867, Val F1: 0.9708
  Fold 5 | Epoch 6/25 | Val Loss: 0.1791, Val F1: 0.9708
  Fold 5 | Epoch 7/25 | Val Loss: 0.1727, Val F1: 0.9708
  Fold 5 | Epoch 8/25 | Val Loss: 0.1662, Val F1: 0.9708
  Fold 5 | Epoch 9/25 | Val Loss: 0.1597, Val F1: 0.9708
  Fold 5 | Epoch 10/25 | Val Loss: 0.1544, Val F1: 0.9708
  Fold 5 | Epoch 11/25 | Val Loss: 0.1495, Val F1: 0.9708
  Fold 5 | Epoch 12/25 | Val Loss: 0.1450, Val F1: 0.9708
  Fold 5 | Epoch 13/25 | Val Loss: 0.1408, Val F1: 0.9708
  Fold 5 | Epoch 14/25 | Val Loss: 0.1374, Val F1: 0.9708
  Fold 5 | Epoch 15/25 | Val Loss: 0.1342, Val F1: 0.9708
  Fold 5 | Epoch 16/25 | Val Loss: 0.1311, Val F1: 0.9708
  Fold 5 | Epoch 17/25 | Val Loss: 0.1287, Val F1: 0.9708
  Fold 5 | Epoch 18/25 | Val Loss: 0.1258, Val F1: 0.9708
  Fold 5 | Epoch 19/25 | Val Loss: 0.1237, Val F1: 0.9708
  Fold 5 | Epoch 20/25 | Val Loss: 0.1216, Val F1: 0.9708
  Fold 5 | Epoch 21/25 | Val Loss: 0.1196, Val F1: 0.9708
  Fold 5 | Epoch 22/25 | Val Loss: 0.1176, Val F1: 0.9708
  Fold 5 | Epoch 23/25 | Val Loss: 0.1158, Val F1: 0.9708
  Fold 5 | Epoch 24/25 | Val Loss: 0.1142, Val F1: 0.9708
  Fold 5 | Epoch 25/25 | Val Loss: 0.1124, Val F1: 0.9708

--- 5-Fold CV Summary ---
Mean Validation F1: 0.9607 ± 0.0283

Unfreezing for bilstm: model.fc
Step 15/150 - Test Loss: 0.0651, Accuracy: 0.9833, F1: 0.9833
Step 30/150 - Test Loss: 0.0655, Accuracy: 0.9833, F1: 0.9833
Step 45/150 - Test Loss: 0.0651, Accuracy: 0.9833, F1: 0.9833
Step 60/150 - Test Loss: 0.0634, Accuracy: 0.9833, F1: 0.9833
Step 75/150 - Test Loss: 0.0613, Accuracy: 0.9833, F1: 0.9833
Step 90/150 - Test Loss: 0.0585, Accuracy: 0.9833, F1: 0.9833
Step 105/150 - Test Loss: 0.0558, Accuracy: 0.9833, F1: 0.9833
Step 120/150 - Test Loss: 0.0530, Accuracy: 0.9833, F1: 0.9833
Step 135/150 - Test Loss: 0.0510, Accuracy: 0.9833, F1: 0.9833
Step 150/150 - Test Loss: 0.0491, Accuracy: 0.9833, F1: 0.9833

Final evaluation on the model from the last iteration...

=== Final Test Results for bilstm ===
Test Loss       : 0.0491
Test Accuracy   : 0.9833
Macro F1 score  : 0.9833
Confusion Matrix:
[[19  0  1]
 [ 0 20  0]
 [ 0  0 20]]

Saved final model to online_gesture_bilstm.pth


thon312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/fine_tune_online.py --train-csv online_vxo.csv --test-csv vxo_gesture.csv --pretrained offline_gesture_gru.pth --model gru --output online_gesture_gru.pth  --lr 3e-4
>> 
==================================================
### 1단계: gru 모델 5-Fold 교차 검증 시작 ###
==================================================

--- Fold 1/5 ---
  Fold 1 | Epoch 1/25 | Val Loss: 0.6135, Val F1: 0.7410
  Fold 1 | Epoch 2/25 | Val Loss: 0.5857, Val F1: 0.7410
  Fold 1 | Epoch 3/25 | Val Loss: 0.5437, Val F1: 0.7388
  Fold 1 | Epoch 4/25 | Val Loss: 0.4901, Val F1: 0.7388
  Fold 1 | Epoch 5/25 | Val Loss: 0.4392, Val F1: 0.7796
  Fold 1 | Epoch 6/25 | Val Loss: 0.3954, Val F1: 0.8156
  Fold 1 | Epoch 7/25 | Val Loss: 0.3571, Val F1: 0.8156
  Fold 1 | Epoch 8/25 | Val Loss: 0.3276, Val F1: 0.8156
  Fold 1 | Epoch 9/25 | Val Loss: 0.3132, Val F1: 0.8513
  Fold 1 | Epoch 10/25 | Val Loss: 0.2907, Val F1: 0.8513
  Fold 1 | Epoch 11/25 | Val Loss: 0.2921, Val F1: 0.8513
  Fold 1 | Epoch 12/25 | Val Loss: 0.2888, Val F1: 0.8513
  Fold 1 | Epoch 13/25 | Val Loss: 0.2718, Val F1: 0.8513
  Fold 1 | Epoch 14/25 | Val Loss: 0.2557, Val F1: 0.8513
  Fold 1 | Epoch 15/25 | Val Loss: 0.1960, Val F1: 0.8830
  Fold 1 | Epoch 16/25 | Val Loss: 0.1506, Val F1: 0.9722
  Fold 1 | Epoch 17/25 | Val Loss: 0.1691, Val F1: 0.9153
  Fold 1 | Epoch 18/25 | Val Loss: 0.1750, Val F1: 0.9153
  Fold 1 | Epoch 19/25 | Val Loss: 0.1045, Val F1: 0.9722
  Fold 1 | Epoch 20/25 | Val Loss: 0.0852, Val F1: 1.0000
  Fold 1 | Epoch 21/25 | Val Loss: 0.0675, Val F1: 1.0000
  Fold 1 | Epoch 22/25 | Val Loss: 0.0542, Val F1: 1.0000
  Fold 1 | Epoch 23/25 | Val Loss: 0.0440, Val F1: 1.0000
  Fold 1 | Epoch 24/25 | Val Loss: 0.0392, Val F1: 1.0000
  Fold 1 | Epoch 25/25 | Val Loss: 0.0376, Val F1: 1.0000

--- Fold 2/5 ---
  Fold 2 | Epoch 1/25 | Val Loss: 0.4562, Val F1: 0.8347
  Fold 2 | Epoch 2/25 | Val Loss: 0.3874, Val F1: 0.8881
  Fold 2 | Epoch 3/25 | Val Loss: 0.3493, Val F1: 0.8881
  Fold 2 | Epoch 4/25 | Val Loss: 0.3265, Val F1: 0.9165
  Fold 2 | Epoch 5/25 | Val Loss: 0.3079, Val F1: 0.9154
  Fold 2 | Epoch 6/25 | Val Loss: 0.2890, Val F1: 0.9444
  Fold 2 | Epoch 7/25 | Val Loss: 0.2700, Val F1: 0.9444
  Fold 2 | Epoch 8/25 | Val Loss: 0.2546, Val F1: 0.9441
  Fold 2 | Epoch 9/25 | Val Loss: 0.2305, Val F1: 0.9165
  Fold 2 | Epoch 10/25 | Val Loss: 0.2083, Val F1: 0.9165
  Fold 2 | Epoch 11/25 | Val Loss: 0.2022, Val F1: 0.9165
  Fold 2 | Epoch 12/25 | Val Loss: 0.2010, Val F1: 0.9165
  Fold 2 | Epoch 13/25 | Val Loss: 0.2134, Val F1: 0.9441
  Fold 2 | Epoch 14/25 | Val Loss: 0.2205, Val F1: 0.9153
  Fold 2 | Epoch 15/25 | Val Loss: 0.1814, Val F1: 0.9441
  Fold 2 | Epoch 16/25 | Val Loss: 0.1969, Val F1: 0.9441
  Fold 2 | Epoch 17/25 | Val Loss: 0.2155, Val F1: 0.9153
  Fold 2 | Epoch 18/25 | Val Loss: 0.1760, Val F1: 0.9441
  Fold 2 | Epoch 19/25 | Val Loss: 0.1603, Val F1: 0.9441
  Fold 2 | Epoch 20/25 | Val Loss: 0.1435, Val F1: 0.9441
  Fold 2 | Epoch 21/25 | Val Loss: 0.1658, Val F1: 0.9441
  Fold 2 | Epoch 22/25 | Val Loss: 0.1601, Val F1: 0.9441
  Fold 2 | Epoch 23/25 | Val Loss: 0.1266, Val F1: 0.9441
  Fold 2 | Epoch 24/25 | Val Loss: 0.1108, Val F1: 0.9722
  Fold 2 | Epoch 25/25 | Val Loss: 0.1144, Val F1: 0.9441

--- Fold 3/5 ---
  Fold 3 | Epoch 1/25 | Val Loss: 0.6242, Val F1: 0.6939
  Fold 3 | Epoch 2/25 | Val Loss: 0.5538, Val F1: 0.7307
  Fold 3 | Epoch 3/25 | Val Loss: 0.5022, Val F1: 0.7649
  Fold 3 | Epoch 4/25 | Val Loss: 0.4593, Val F1: 0.7649
  Fold 3 | Epoch 5/25 | Val Loss: 0.4241, Val F1: 0.7649
  Fold 3 | Epoch 6/25 | Val Loss: 0.3981, Val F1: 0.7976
  Fold 3 | Epoch 7/25 | Val Loss: 0.3727, Val F1: 0.7976
  Fold 3 | Epoch 8/25 | Val Loss: 0.3513, Val F1: 0.7976
  Fold 3 | Epoch 9/25 | Val Loss: 0.3353, Val F1: 0.7976
  Fold 3 | Epoch 10/25 | Val Loss: 0.3198, Val F1: 0.7976
  Fold 3 | Epoch 11/25 | Val Loss: 0.3101, Val F1: 0.8300
  Fold 3 | Epoch 12/25 | Val Loss: 0.2874, Val F1: 0.8598
  Fold 3 | Epoch 13/25 | Val Loss: 0.2774, Val F1: 0.8598
  Fold 3 | Epoch 14/25 | Val Loss: 0.2686, Val F1: 0.8860
  Fold 3 | Epoch 15/25 | Val Loss: 0.2543, Val F1: 0.8860
  Fold 3 | Epoch 16/25 | Val Loss: 0.2359, Val F1: 0.9430
  Fold 3 | Epoch 17/25 | Val Loss: 0.2266, Val F1: 0.9430
  Fold 3 | Epoch 18/25 | Val Loss: 0.2288, Val F1: 0.9430
  Fold 3 | Epoch 19/25 | Val Loss: 0.2125, Val F1: 0.9430
  Fold 3 | Epoch 20/25 | Val Loss: 0.2089, Val F1: 0.9430
  Fold 3 | Epoch 21/25 | Val Loss: 0.2084, Val F1: 0.9430
  Fold 3 | Epoch 22/25 | Val Loss: 0.2095, Val F1: 0.9430
  Fold 3 | Epoch 23/25 | Val Loss: 0.2114, Val F1: 0.9430
  Fold 3 | Epoch 24/25 | Val Loss: 0.2098, Val F1: 0.9430
  Fold 3 | Epoch 25/25 | Val Loss: 0.1983, Val F1: 0.9430

--- Fold 4/5 ---
  Fold 4 | Epoch 1/25 | Val Loss: 0.6086, Val F1: 0.6946
  Fold 4 | Epoch 2/25 | Val Loss: 0.4940, Val F1: 0.6918
  Fold 4 | Epoch 3/25 | Val Loss: 0.4135, Val F1: 0.8156
  Fold 4 | Epoch 4/25 | Val Loss: 0.3612, Val F1: 0.7896
  Fold 4 | Epoch 5/25 | Val Loss: 0.3213, Val F1: 0.8879
  Fold 4 | Epoch 6/25 | Val Loss: 0.2869, Val F1: 0.9722
  Fold 4 | Epoch 7/25 | Val Loss: 0.2595, Val F1: 0.9722
  Fold 4 | Epoch 8/25 | Val Loss: 0.2346, Val F1: 0.9722
  Fold 4 | Epoch 9/25 | Val Loss: 0.2090, Val F1: 0.9722
  Fold 4 | Epoch 10/25 | Val Loss: 0.1944, Val F1: 0.9454
  Fold 4 | Epoch 11/25 | Val Loss: 0.1678, Val F1: 0.9441
  Fold 4 | Epoch 12/25 | Val Loss: 0.1587, Val F1: 0.9182
  Fold 4 | Epoch 13/25 | Val Loss: 0.1422, Val F1: 0.9182
  Fold 4 | Epoch 14/25 | Val Loss: 0.1281, Val F1: 0.9182
  Fold 4 | Epoch 15/25 | Val Loss: 0.1100, Val F1: 0.9722
  Fold 4 | Epoch 16/25 | Val Loss: 0.1004, Val F1: 0.9722
  Fold 4 | Epoch 17/25 | Val Loss: 0.0888, Val F1: 0.9722
  Fold 4 | Epoch 18/25 | Val Loss: 0.0839, Val F1: 0.9722
  Fold 4 | Epoch 19/25 | Val Loss: 0.0666, Val F1: 0.9722
  Fold 4 | Epoch 20/25 | Val Loss: 0.0598, Val F1: 0.9722
  Fold 4 | Epoch 21/25 | Val Loss: 0.0561, Val F1: 0.9722
  Fold 4 | Epoch 22/25 | Val Loss: 0.0587, Val F1: 0.9722
  Fold 4 | Epoch 23/25 | Val Loss: 0.0557, Val F1: 0.9722
  Fold 4 | Epoch 24/25 | Val Loss: 0.0525, Val F1: 0.9722
  Fold 4 | Epoch 25/25 | Val Loss: 0.0672, Val F1: 0.9722

--- Fold 5/5 ---
  Fold 5 | Epoch 1/25 | Val Loss: 0.5470, Val F1: 0.6735
  Fold 5 | Epoch 2/25 | Val Loss: 0.4677, Val F1: 0.7000
  Fold 5 | Epoch 3/25 | Val Loss: 0.4168, Val F1: 0.7334
  Fold 5 | Epoch 4/25 | Val Loss: 0.3763, Val F1: 0.8258
  Fold 5 | Epoch 5/25 | Val Loss: 0.3512, Val F1: 0.9143
  Fold 5 | Epoch 6/25 | Val Loss: 0.3296, Val F1: 0.9143
  Fold 5 | Epoch 7/25 | Val Loss: 0.3125, Val F1: 0.9143
  Fold 5 | Epoch 8/25 | Val Loss: 0.2954, Val F1: 0.9143
  Fold 5 | Epoch 9/25 | Val Loss: 0.2780, Val F1: 0.9143
  Fold 5 | Epoch 10/25 | Val Loss: 0.2575, Val F1: 0.9143
  Fold 5 | Epoch 11/25 | Val Loss: 0.2393, Val F1: 0.9143
  Fold 5 | Epoch 12/25 | Val Loss: 0.2214, Val F1: 0.9419
  Fold 5 | Epoch 13/25 | Val Loss: 0.2077, Val F1: 0.9143
  Fold 5 | Epoch 14/25 | Val Loss: 0.1967, Val F1: 0.9143
  Fold 5 | Epoch 15/25 | Val Loss: 0.1845, Val F1: 0.9419
  Fold 5 | Epoch 16/25 | Val Loss: 0.1726, Val F1: 0.9710
  Fold 5 | Epoch 17/25 | Val Loss: 0.1676, Val F1: 0.9122
  Fold 5 | Epoch 18/25 | Val Loss: 0.1464, Val F1: 0.9419
  Fold 5 | Epoch 19/25 | Val Loss: 0.1338, Val F1: 0.9710
  Fold 5 | Epoch 20/25 | Val Loss: 0.1288, Val F1: 0.9419
  Fold 5 | Epoch 21/25 | Val Loss: 0.1227, Val F1: 0.9419
  Fold 5 | Epoch 22/25 | Val Loss: 0.1075, Val F1: 0.9710
  Fold 5 | Epoch 23/25 | Val Loss: 0.1037, Val F1: 0.9419
  Fold 5 | Epoch 24/25 | Val Loss: 0.1002, Val F1: 0.9419
  Fold 5 | Epoch 25/25 | Val Loss: 0.0903, Val F1: 0.9419

--- 5-Fold CV Summary ---
Mean Validation F1: 0.9602 ± 0.0229

Unfreezing for GRU: model.gru2, model.gru3, and model.fc
Step 20/200 - Test Loss: 0.4393, Accuracy: 0.8167, F1: 0.8113
Step 40/200 - Test Loss: 0.4516, Accuracy: 0.7833, F1: 0.7756
Step 60/200 - Test Loss: 0.4363, Accuracy: 0.8333, F1: 0.8267
Step 80/200 - Test Loss: 0.4360, Accuracy: 0.8333, F1: 0.8267
Step 100/200 - Test Loss: 0.3680, Accuracy: 0.8667, F1: 0.8614
Step 120/200 - Test Loss: 0.3226, Accuracy: 0.8833, F1: 0.8829
Step 140/200 - Test Loss: 0.4066, Accuracy: 0.9000, F1: 0.8988
Step 160/200 - Test Loss: 0.3250, Accuracy: 0.9333, F1: 0.9331
Step 180/200 - Test Loss: 0.3215, Accuracy: 0.9333, F1: 0.9331
Step 200/200 - Test Loss: 0.3232, Accuracy: 0.9333, F1: 0.9331

Final evaluation on the model from the last iteration...

=== Final Test Results for gru ===
Test Loss       : 0.3232
Test Accuracy   : 0.9333
Macro F1 score  : 0.9331
Confusion Matrix:
[[19  1  0]
 [ 0 20  0]
 [ 3  0 17]]

Saved final model to online_gesture_gru.pth


PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/fine_tune_online.py --train-csv online_vxo.csv --test-csv vxo_gesture.csv --pretrained offline_gesture_simplecnn.pth --model simplecnn --output online_gesture_simplecnn.pth  --lr 1e-2
>>
==================================================
### 1단계: simplecnn 모델 5-Fold 교차 검증 시작 ###
==================================================

--- Fold 1/5 ---
C:\Users\bluei\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ..\aten\src\ATen\native\cudnn\Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
  Fold 1 | Epoch 1/25 | Val Loss: 0.1771, Val F1: 0.9722
  Fold 1 | Epoch 2/25 | Val Loss: 0.1354, Val F1: 0.9430
  Fold 1 | Epoch 3/25 | Val Loss: 0.0878, Val F1: 0.9722
  Fold 1 | Epoch 4/25 | Val Loss: 0.0407, Val F1: 1.0000
  Fold 1 | Epoch 5/25 | Val Loss: 0.0278, Val F1: 1.0000
  Fold 1 | Epoch 6/25 | Val Loss: 0.0232, Val F1: 1.0000
  Fold 1 | Epoch 7/25 | Val Loss: 0.0198, Val F1: 1.0000
  Fold 1 | Epoch 8/25 | Val Loss: 0.0153, Val F1: 1.0000
  Fold 1 | Epoch 9/25 | Val Loss: 0.0111, Val F1: 1.0000
  Fold 1 | Epoch 10/25 | Val Loss: 0.0083, Val F1: 1.0000
  Fold 1 | Epoch 11/25 | Val Loss: 0.0070, Val F1: 1.0000
  Fold 1 | Epoch 12/25 | Val Loss: 0.0063, Val F1: 1.0000
  Fold 1 | Epoch 13/25 | Val Loss: 0.0058, Val F1: 1.0000
  Fold 1 | Epoch 14/25 | Val Loss: 0.0056, Val F1: 1.0000
  Fold 1 | Epoch 15/25 | Val Loss: 0.0049, Val F1: 1.0000
  Fold 1 | Epoch 16/25 | Val Loss: 0.0045, Val F1: 1.0000
  Fold 1 | Epoch 17/25 | Val Loss: 0.0036, Val F1: 1.0000
  Fold 1 | Epoch 18/25 | Val Loss: 0.0032, Val F1: 1.0000
  Fold 1 | Epoch 19/25 | Val Loss: 0.0030, Val F1: 1.0000
  Fold 1 | Epoch 20/25 | Val Loss: 0.0029, Val F1: 1.0000
  Fold 1 | Epoch 21/25 | Val Loss: 0.0031, Val F1: 1.0000
  Fold 1 | Epoch 22/25 | Val Loss: 0.0030, Val F1: 1.0000
  Fold 1 | Epoch 23/25 | Val Loss: 0.0032, Val F1: 1.0000
  Fold 1 | Epoch 24/25 | Val Loss: 0.0032, Val F1: 1.0000
  Fold 1 | Epoch 25/25 | Val Loss: 0.0031, Val F1: 1.0000

--- Fold 2/5 ---
  Fold 2 | Epoch 1/25 | Val Loss: 0.5446, Val F1: 0.8603
  Fold 2 | Epoch 2/25 | Val Loss: 0.3876, Val F1: 0.8879
  Fold 2 | Epoch 3/25 | Val Loss: 0.2926, Val F1: 0.8879
  Fold 2 | Epoch 4/25 | Val Loss: 0.1880, Val F1: 0.9164
  Fold 2 | Epoch 5/25 | Val Loss: 0.1154, Val F1: 0.9444
  Fold 2 | Epoch 6/25 | Val Loss: 0.0805, Val F1: 0.9722
  Fold 2 | Epoch 7/25 | Val Loss: 0.0725, Val F1: 0.9722
