[bisltm]
PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/fine_tune_online.py --train-csv online_vxo.csv --test-csv vxo_gesture.csv --pretrained offline_gesture_bilstm.pth --model bilstm --output online_gesture_bilstm.pth  --lr 1e-3  
==================================================
### 1단계: bilstm 모델 5-Fold 교차 검증 시작 ###
==================================================

--- Fold 1/5 ---
  Fold 1 | Epoch 1/25 | Val Loss: 0.3114, Val F1: 0.8881
  Fold 1 | Epoch 20/25 | Val Loss: 0.1749, Val F1: 0.9165
  Fold 1 | Epoch 21/25 | Val Loss: 0.1699, Val F1: 0.9165
  Fold 1 | Epoch 22/25 | Val Loss: 0.1652, Val F1: 0.9165
  Fold 1 | Epoch 23/25 | Val Loss: 0.1606, Val F1: 0.9165
  Fold 1 | Epoch 24/25 | Val Loss: 0.1564, Val F1: 0.9165
  Fold 1 | Epoch 25/25 | Val Loss: 0.1527, Val F1: 0.9165

--- Fold 2/5 ---
  Fold 2 | Epoch 1/25 | Val Loss: 0.4168, Val F1: 0.8230
  Fold 2 | Epoch 2/25 | Val Loss: 0.4049, Val F1: 0.8230
  Fold 2 | Epoch 3/25 | Val Loss: 0.3931, Val F1: 0.7976
  Fold 2 | Epoch 4/25 | Val Loss: 0.3819, Val F1: 0.7976
  Fold 2 | Epoch 5/25 | Val Loss: 0.3709, Val F1: 0.7976
  Fold 2 | Epoch 6/25 | Val Loss: 0.3611, Val F1: 0.8291
  Fold 2 | Epoch 7/25 | Val Loss: 0.3515, Val F1: 0.8291
  Fold 2 | Epoch 8/25 | Val Loss: 0.3427, Val F1: 0.8291
  Fold 2 | Epoch 9/25 | Val Loss: 0.3338, Val F1: 0.8291
  Fold 2 | Epoch 10/25 | Val Loss: 0.3256, Val F1: 0.8291
  Fold 2 | Epoch 11/25 | Val Loss: 0.3181, Val F1: 0.8291
  Fold 2 | Epoch 12/25 | Val Loss: 0.3110, Val F1: 0.8291
  Fold 2 | Epoch 13/25 | Val Loss: 0.3044, Val F1: 0.8550
  Fold 2 | Epoch 14/25 | Val Loss: 0.2980, Val F1: 0.8550
  Fold 2 | Epoch 15/25 | Val Loss: 0.2917, Val F1: 0.8550
  Fold 2 | Epoch 16/25 | Val Loss: 0.2853, Val F1: 0.8550
  Fold 2 | Epoch 17/25 | Val Loss: 0.2788, Val F1: 0.8860
  Fold 2 | Epoch 18/25 | Val Loss: 0.2723, Val F1: 0.8860
  Fold 2 | Epoch 19/25 | Val Loss: 0.2659, Val F1: 0.8860
  Fold 2 | Epoch 20/25 | Val Loss: 0.2595, Val F1: 0.8860
  Fold 2 | Epoch 21/25 | Val Loss: 0.2536, Val F1: 0.8860
  Fold 2 | Epoch 22/25 | Val Loss: 0.2480, Val F1: 0.8860
  Fold 2 | Epoch 23/25 | Val Loss: 0.2417, Val F1: 0.8860
  Fold 2 | Epoch 24/25 | Val Loss: 0.2360, Val F1: 0.8860
  Fold 2 | Epoch 25/25 | Val Loss: 0.2303, Val F1: 0.8860

--- Fold 3/5 ---
  Fold 3 | Epoch 1/25 | Val Loss: 0.3658, Val F1: 0.8496
  Fold 3 | Epoch 2/25 | Val Loss: 0.3529, Val F1: 0.8496
  Fold 3 | Epoch 3/25 | Val Loss: 0.3406, Val F1: 0.8496
  Fold 3 | Epoch 4/25 | Val Loss: 0.3289, Val F1: 0.8821
  Fold 3 | Epoch 5/25 | Val Loss: 0.3188, Val F1: 0.8821
  Fold 3 | Epoch 6/25 | Val Loss: 0.3094, Val F1: 0.8821
  Fold 3 | Epoch 7/25 | Val Loss: 0.3005, Val F1: 0.9134
  Fold 3 | Epoch 8/25 | Val Loss: 0.2917, Val F1: 0.9134
  Fold 3 | Epoch 9/25 | Val Loss: 0.2831, Val F1: 0.9134
  Fold 3 | Epoch 10/25 | Val Loss: 0.2746, Val F1: 0.9134
  Fold 3 | Epoch 11/25 | Val Loss: 0.2662, Val F1: 0.9134
  Fold 3 | Epoch 12/25 | Val Loss: 0.2587, Val F1: 0.9134
  Fold 3 | Epoch 13/25 | Val Loss: 0.2519, Val F1: 0.9134
  Fold 3 | Epoch 14/25 | Val Loss: 0.2442, Val F1: 0.9134
  Fold 3 | Epoch 15/25 | Val Loss: 0.2365, Val F1: 0.9430
  Fold 3 | Epoch 16/25 | Val Loss: 0.2309, Val F1: 0.9430
  Fold 3 | Epoch 17/25 | Val Loss: 0.2250, Val F1: 0.9430
  Fold 3 | Epoch 18/25 | Val Loss: 0.2183, Val F1: 0.9430
  Fold 3 | Epoch 19/25 | Val Loss: 0.2116, Val F1: 0.9430
  Fold 3 | Epoch 20/25 | Val Loss: 0.2053, Val F1: 0.9430
  Fold 3 | Epoch 21/25 | Val Loss: 0.1993, Val F1: 0.9430
  Fold 3 | Epoch 22/25 | Val Loss: 0.1940, Val F1: 0.9430
  Fold 3 | Epoch 23/25 | Val Loss: 0.1886, Val F1: 0.9722
  Fold 3 | Epoch 24/25 | Val Loss: 0.1835, Val F1: 0.9722
  Fold 3 | Epoch 25/25 | Val Loss: 0.1786, Val F1: 0.9722

--- Fold 4/5 ---
  Fold 4 | Epoch 1/25 | Val Loss: 0.2969, Val F1: 0.8861
  Fold 4 | Epoch 2/25 | Val Loss: 0.2925, Val F1: 0.8586
  Fold 4 | Epoch 3/25 | Val Loss: 0.2880, Val F1: 0.8586
  Fold 4 | Epoch 4/25 | Val Loss: 0.2822, Val F1: 0.8586
  Fold 4 | Epoch 5/25 | Val Loss: 0.2777, Val F1: 0.8586
  Fold 4 | Epoch 6/25 | Val Loss: 0.2726, Val F1: 0.8586
  Fold 4 | Epoch 7/25 | Val Loss: 0.2670, Val F1: 0.8586
  Fold 4 | Epoch 8/25 | Val Loss: 0.2619, Val F1: 0.8309
  Fold 4 | Epoch 9/25 | Val Loss: 0.2561, Val F1: 0.8309
  Fold 4 | Epoch 10/25 | Val Loss: 0.2506, Val F1: 0.8309
  Fold 4 | Epoch 11/25 | Val Loss: 0.2461, Val F1: 0.8309
  Fold 4 | Epoch 12/25 | Val Loss: 0.2405, Val F1: 0.8609
  Fold 4 | Epoch 13/25 | Val Loss: 0.2345, Val F1: 0.8609
  Fold 4 | Epoch 14/25 | Val Loss: 0.2285, Val F1: 0.8609
  Fold 4 | Epoch 15/25 | Val Loss: 0.2233, Val F1: 0.8609
  Fold 4 | Epoch 16/25 | Val Loss: 0.2191, Val F1: 0.8609
  Fold 4 | Epoch 17/25 | Val Loss: 0.2143, Val F1: 0.8609
  Fold 4 | Epoch 18/25 | Val Loss: 0.2096, Val F1: 0.8881
  Fold 4 | Epoch 19/25 | Val Loss: 0.2065, Val F1: 0.8881
  Fold 4 | Epoch 20/25 | Val Loss: 0.2028, Val F1: 0.8881
  Fold 4 | Epoch 21/25 | Val Loss: 0.1991, Val F1: 0.8881
  Fold 4 | Epoch 22/25 | Val Loss: 0.1952, Val F1: 0.8881
  Fold 4 | Epoch 23/25 | Val Loss: 0.1904, Val F1: 0.8881
  Fold 4 | Epoch 24/25 | Val Loss: 0.1848, Val F1: 0.8881
  Fold 4 | Epoch 25/25 | Val Loss: 0.1803, Val F1: 0.8881

--- Fold 5/5 ---
  Fold 5 | Epoch 1/25 | Val Loss: 0.4047, Val F1: 0.8393
  Fold 5 | Epoch 2/25 | Val Loss: 0.3941, Val F1: 0.8393
  Fold 5 | Epoch 3/25 | Val Loss: 0.3828, Val F1: 0.8410
  Fold 5 | Epoch 4/25 | Val Loss: 0.3731, Val F1: 0.8783
  Fold 5 | Epoch 5/25 | Val Loss: 0.3637, Val F1: 0.8783
  Fold 5 | Epoch 6/25 | Val Loss: 0.3546, Val F1: 0.8783
  Fold 5 | Epoch 7/25 | Val Loss: 0.3459, Val F1: 0.8783
  Fold 5 | Epoch 8/25 | Val Loss: 0.3374, Val F1: 0.8783
  Fold 5 | Epoch 9/25 | Val Loss: 0.3291, Val F1: 0.8783
  Fold 5 | Epoch 10/25 | Val Loss: 0.3213, Val F1: 0.8783
  Fold 5 | Epoch 11/25 | Val Loss: 0.3137, Val F1: 0.8783
  Fold 5 | Epoch 12/25 | Val Loss: 0.3061, Val F1: 0.8783
  Fold 5 | Epoch 13/25 | Val Loss: 0.2988, Val F1: 0.8783
  Fold 5 | Epoch 14/25 | Val Loss: 0.2920, Val F1: 0.9103
  Fold 5 | Epoch 15/25 | Val Loss: 0.2853, Val F1: 0.9103
  Fold 5 | Epoch 16/25 | Val Loss: 0.2785, Val F1: 0.9103
  Fold 5 | Epoch 17/25 | Val Loss: 0.2722, Val F1: 0.9103
  Fold 5 | Epoch 18/25 | Val Loss: 0.2657, Val F1: 0.9410
  Fold 5 | Epoch 19/25 | Val Loss: 0.2599, Val F1: 0.9410
  Fold 5 | Epoch 20/25 | Val Loss: 0.2541, Val F1: 0.9410
  Fold 5 | Epoch 21/25 | Val Loss: 0.2484, Val F1: 0.9410
  Fold 5 | Epoch 22/25 | Val Loss: 0.2429, Val F1: 0.9410
  Fold 5 | Epoch 23/25 | Val Loss: 0.2376, Val F1: 0.9410
  Fold 5 | Epoch 24/25 | Val Loss: 0.2322, Val F1: 0.9410
  Fold 5 | Epoch 25/25 | Val Loss: 0.2268, Val F1: 0.9708

--- 5-Fold CV Summary ---
Mean Validation F1: 0.9267 ± 0.0381

Unfreezing for bilstm: model.fc
Step 15/150 - Test Loss: 0.1592, Accuracy: 0.9333, F1: 0.9341
Step 30/150 - Test Loss: 0.1520, Accuracy: 0.9500, F1: 0.9507
Step 45/150 - Test Loss: 0.1450, Accuracy: 0.9500, F1: 0.9507
Step 60/150 - Test Loss: 0.1352, Accuracy: 0.9500, F1: 0.9507
Step 75/150 - Test Loss: 0.1261, Accuracy: 0.9500, F1: 0.9507
Step 90/150 - Test Loss: 0.1178, Accuracy: 0.9500, F1: 0.9507
Step 105/150 - Test Loss: 0.1076, Accuracy: 0.9667, F1: 0.9670
Step 120/150 - Test Loss: 0.1006, Accuracy: 0.9833, F1: 0.9833
Step 135/150 - Test Loss: 0.0964, Accuracy: 0.9833, F1: 0.9833
Step 150/150 - Test Loss: 0.0916, Accuracy: 0.9833, F1: 0.9833

Final evaluation on the model from the last iteration...

=== Final Test Results for bilstm ===
Test Loss       : 0.0916
Test Accuracy   : 0.9833
Macro F1 score  : 0.9833
Confusion Matrix:
[[20  0  0]
 [ 1 19  0]
 [ 0  0 20]]

Saved final model to online_gesture_bilstm.pth

[gru]
PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/fine_tune_online.py --train-csv online_vxo.csv --test-csv vxo_gesture.csv --pretrained offline_gesture_gru.pth --model gru --output online_gesture_gru.pth  --lr 3e-4               
>>
==================================================
### 1단계: gru 모델 5-Fold 교차 검증 시작 ###
==================================================

--- Fold 1/5 ---
  Fold 1 | Epoch 1/25 | Val Loss: 0.9963, Val F1: 0.6481
  Fold 1 | Epoch 2/25 | Val Loss: 0.8655, Val F1: 0.6478
  Fold 1 | Epoch 3/25 | Val Loss: 0.7771, Val F1: 0.6914
  Fold 1 | Epoch 4/25 | Val Loss: 0.7171, Val F1: 0.6370
  Fold 1 | Epoch 5/25 | Val Loss: 0.6690, Val F1: 0.7091
  Fold 1 | Epoch 6/25 | Val Loss: 0.6229, Val F1: 0.7091
  Fold 1 | Epoch 7/25 | Val Loss: 0.5797, Val F1: 0.7727
  Fold 1 | Epoch 8/25 | Val Loss: 0.5480, Val F1: 0.8364
  Fold 1 | Epoch 9/25 | Val Loss: 0.5287, Val F1: 0.8364
  Fold 1 | Epoch 10/25 | Val Loss: 0.5091, Val F1: 0.8364
  Fold 1 | Epoch 11/25 | Val Loss: 0.5010, Val F1: 0.8364
  Fold 1 | Epoch 12/25 | Val Loss: 0.4917, Val F1: 0.8364
  Fold 1 | Epoch 13/25 | Val Loss: 0.4707, Val F1: 0.8364
  Fold 1 | Epoch 14/25 | Val Loss: 0.4474, Val F1: 0.8364
  Fold 1 | Epoch 15/25 | Val Loss: 0.4209, Val F1: 0.8364
  Fold 1 | Epoch 16/25 | Val Loss: 0.4085, Val F1: 0.8364
  Fold 1 | Epoch 17/25 | Val Loss: 0.4017, Val F1: 0.8364
  Fold 1 | Epoch 18/25 | Val Loss: 0.4027, Val F1: 0.8364
  Fold 1 | Epoch 19/25 | Val Loss: 0.3746, Val F1: 0.8918
  Fold 1 | Epoch 20/25 | Val Loss: 0.3735, Val F1: 0.8646
  Fold 1 | Epoch 21/25 | Val Loss: 0.3400, Val F1: 0.8918
  Fold 1 | Epoch 22/25 | Val Loss: 0.2981, Val F1: 0.8892
  Fold 1 | Epoch 23/25 | Val Loss: 0.2878, Val F1: 0.8892
  Fold 1 | Epoch 24/25 | Val Loss: 0.3004, Val F1: 0.8892
  Fold 1 | Epoch 25/25 | Val Loss: 0.2604, Val F1: 0.9164

--- Fold 2/5 ---
  Fold 2 | Epoch 1/25 | Val Loss: 0.7838, Val F1: 0.6259
  Fold 2 | Epoch 2/25 | Val Loss: 0.6384, Val F1: 0.7047
  Fold 2 | Epoch 3/25 | Val Loss: 0.5663, Val F1: 0.7658
  Fold 2 | Epoch 4/25 | Val Loss: 0.5349, Val F1: 0.7397
  Fold 2 | Epoch 5/25 | Val Loss: 0.5154, Val F1: 0.8074
  Fold 2 | Epoch 6/25 | Val Loss: 0.4912, Val F1: 0.8629
  Fold 2 | Epoch 7/25 | Val Loss: 0.4637, Val F1: 0.8629
  Fold 2 | Epoch 8/25 | Val Loss: 0.4395, Val F1: 0.9163
  Fold 2 | Epoch 9/25 | Val Loss: 0.4083, Val F1: 0.9444
  Fold 2 | Epoch 10/25 | Val Loss: 0.3783, Val F1: 0.9177
  Fold 2 | Epoch 11/25 | Val Loss: 0.3546, Val F1: 0.9177
  Fold 2 | Epoch 12/25 | Val Loss: 0.3352, Val F1: 0.9444
  Fold 2 | Epoch 13/25 | Val Loss: 0.3221, Val F1: 0.9444
  Fold 2 | Epoch 14/25 | Val Loss: 0.3185, Val F1: 0.9444
  Fold 2 | Epoch 15/25 | Val Loss: 0.2956, Val F1: 0.9444
  Fold 2 | Epoch 16/25 | Val Loss: 0.2785, Val F1: 0.9444
  Fold 2 | Epoch 17/25 | Val Loss: 0.2704, Val F1: 0.9164
  Fold 2 | Epoch 18/25 | Val Loss: 0.2531, Val F1: 0.9164
  Fold 2 | Epoch 19/25 | Val Loss: 0.2422, Val F1: 0.9164
  Fold 2 | Epoch 20/25 | Val Loss: 0.2217, Val F1: 0.9164
  Fold 2 | Epoch 21/25 | Val Loss: 0.2293, Val F1: 0.9164
  Fold 2 | Epoch 22/25 | Val Loss: 0.2385, Val F1: 0.9164
  Fold 2 | Epoch 23/25 | Val Loss: 0.2059, Val F1: 0.9164
  Fold 2 | Epoch 24/25 | Val Loss: 0.1742, Val F1: 0.9164
  Fold 2 | Epoch 25/25 | Val Loss: 0.1635, Val F1: 0.9164

--- Fold 3/5 ---
  Fold 3 | Epoch 1/25 | Val Loss: 0.7133, Val F1: 0.6503
  Fold 3 | Epoch 2/25 | Val Loss: 0.5872, Val F1: 0.7781
  Fold 3 | Epoch 3/25 | Val Loss: 0.5293, Val F1: 0.7896
  Fold 3 | Epoch 4/25 | Val Loss: 0.5096, Val F1: 0.7978
  Fold 3 | Epoch 5/25 | Val Loss: 0.5068, Val F1: 0.8286
  Fold 3 | Epoch 6/25 | Val Loss: 0.4916, Val F1: 0.8038
  Fold 3 | Epoch 7/25 | Val Loss: 0.4596, Val F1: 0.8038
  Fold 3 | Epoch 8/25 | Val Loss: 0.4276, Val F1: 0.8230
  Fold 3 | Epoch 9/25 | Val Loss: 0.4056, Val F1: 0.8558
  Fold 3 | Epoch 10/25 | Val Loss: 0.3911, Val F1: 0.8558
  Fold 3 | Epoch 11/25 | Val Loss: 0.3820, Val F1: 0.8558
  Fold 3 | Epoch 12/25 | Val Loss: 0.3693, Val F1: 0.8558
  Fold 3 | Epoch 13/25 | Val Loss: 0.3603, Val F1: 0.8558
  Fold 3 | Epoch 14/25 | Val Loss: 0.3493, Val F1: 0.8558
  Fold 3 | Epoch 15/25 | Val Loss: 0.3400, Val F1: 0.8558
  Fold 3 | Epoch 16/25 | Val Loss: 0.3315, Val F1: 0.8860
  Fold 3 | Epoch 17/25 | Val Loss: 0.3115, Val F1: 0.9154
  Fold 3 | Epoch 18/25 | Val Loss: 0.2990, Val F1: 0.9154
  Fold 3 | Epoch 19/25 | Val Loss: 0.2869, Val F1: 0.9154
  Fold 3 | Epoch 20/25 | Val Loss: 0.2858, Val F1: 0.8860
  Fold 3 | Epoch 21/25 | Val Loss: 0.2529, Val F1: 0.9154
  Fold 3 | Epoch 22/25 | Val Loss: 0.2331, Val F1: 0.9430
  Fold 3 | Epoch 23/25 | Val Loss: 0.2254, Val F1: 0.9430
  Fold 3 | Epoch 24/25 | Val Loss: 0.2114, Val F1: 0.9430
  Fold 3 | Epoch 25/25 | Val Loss: 0.1965, Val F1: 0.9430

--- Fold 4/5 ---
  Fold 4 | Epoch 1/25 | Val Loss: 1.0673, Val F1: 0.5504
  Fold 4 | Epoch 2/25 | Val Loss: 0.8176, Val F1: 0.6473
  Fold 4 | Epoch 3/25 | Val Loss: 0.6605, Val F1: 0.7284
  Fold 4 | Epoch 4/25 | Val Loss: 0.5886, Val F1: 0.7690
  Fold 4 | Epoch 5/25 | Val Loss: 0.5532, Val F1: 0.8304
  Fold 4 | Epoch 6/25 | Val Loss: 0.5278, Val F1: 0.8867
  Fold 4 | Epoch 7/25 | Val Loss: 0.5083, Val F1: 0.8867
  Fold 4 | Epoch 8/25 | Val Loss: 0.4802, Val F1: 0.8867
  Fold 4 | Epoch 9/25 | Val Loss: 0.4495, Val F1: 0.9134
  Fold 4 | Epoch 10/25 | Val Loss: 0.4220, Val F1: 0.9134
  Fold 4 | Epoch 11/25 | Val Loss: 0.3950, Val F1: 0.9134
  Fold 4 | Epoch 12/25 | Val Loss: 0.3827, Val F1: 0.9134
  Fold 4 | Epoch 13/25 | Val Loss: 0.3725, Val F1: 0.9134
  Fold 4 | Epoch 14/25 | Val Loss: 0.3689, Val F1: 0.9134
  Fold 4 | Epoch 15/25 | Val Loss: 0.3606, Val F1: 0.8876
  Fold 4 | Epoch 16/25 | Val Loss: 0.3408, Val F1: 0.9134
  Fold 4 | Epoch 17/25 | Val Loss: 0.3060, Val F1: 0.9134
  Fold 4 | Epoch 18/25 | Val Loss: 0.2963, Val F1: 0.9134
  Fold 4 | Epoch 19/25 | Val Loss: 0.2944, Val F1: 0.9134
  Fold 4 | Epoch 20/25 | Val Loss: 0.2725, Val F1: 0.9134
  Fold 4 | Epoch 21/25 | Val Loss: 0.2588, Val F1: 0.9134
  Fold 4 | Epoch 22/25 | Val Loss: 0.2487, Val F1: 0.9430
  Fold 4 | Epoch 23/25 | Val Loss: 0.2381, Val F1: 0.9430
  Fold 4 | Epoch 24/25 | Val Loss: 0.2244, Val F1: 0.9430
  Fold 4 | Epoch 25/25 | Val Loss: 0.2139, Val F1: 0.9430

--- Fold 5/5 ---
  Fold 5 | Epoch 1/25 | Val Loss: 1.0233, Val F1: 0.6307
  Fold 5 | Epoch 2/25 | Val Loss: 0.8681, Val F1: 0.6581
  Fold 5 | Epoch 3/25 | Val Loss: 0.7505, Val F1: 0.7250
  Fold 5 | Epoch 4/25 | Val Loss: 0.6744, Val F1: 0.7300
  Fold 5 | Epoch 5/25 | Val Loss: 0.6235, Val F1: 0.7312
  Fold 5 | Epoch 6/25 | Val Loss: 0.5913, Val F1: 0.7680
  Fold 5 | Epoch 7/25 | Val Loss: 0.5674, Val F1: 0.7983
  Fold 5 | Epoch 8/25 | Val Loss: 0.5466, Val F1: 0.8281
  Fold 5 | Epoch 9/25 | Val Loss: 0.5292, Val F1: 0.8281
  Fold 5 | Epoch 10/25 | Val Loss: 0.5176, Val F1: 0.8281
  Fold 5 | Epoch 11/25 | Val Loss: 0.5029, Val F1: 0.8281
  Fold 5 | Epoch 12/25 | Val Loss: 0.4895, Val F1: 0.8554
  Fold 5 | Epoch 13/25 | Val Loss: 0.4756, Val F1: 0.8554
  Fold 5 | Epoch 14/25 | Val Loss: 0.4602, Val F1: 0.8281
  Fold 5 | Epoch 15/25 | Val Loss: 0.4482, Val F1: 0.8554
  Fold 5 | Epoch 16/25 | Val Loss: 0.4334, Val F1: 0.8281
  Fold 5 | Epoch 17/25 | Val Loss: 0.4245, Val F1: 0.8554
  Fold 5 | Epoch 18/25 | Val Loss: 0.4106, Val F1: 0.8554
  Fold 5 | Epoch 19/25 | Val Loss: 0.3911, Val F1: 0.8818
  Fold 5 | Epoch 20/25 | Val Loss: 0.3711, Val F1: 0.8818
  Fold 5 | Epoch 21/25 | Val Loss: 0.3475, Val F1: 0.8818
  Fold 5 | Epoch 22/25 | Val Loss: 0.3294, Val F1: 0.8818
  Fold 5 | Epoch 23/25 | Val Loss: 0.3066, Val F1: 0.8818
  Fold 5 | Epoch 24/25 | Val Loss: 0.2863, Val F1: 0.8818
  Fold 5 | Epoch 25/25 | Val Loss: 0.2585, Val F1: 0.8818

--- 5-Fold CV Summary ---
Mean Validation F1: 0.9201 ± 0.0226

Unfreezing for GRU: model.gru2, model.gru3, and model.fc
Step 20/200 - Test Loss: 0.5975, Accuracy: 0.7667, F1: 0.7658
Step 40/200 - Test Loss: 0.5672, Accuracy: 0.7667, F1: 0.7601
Step 60/200 - Test Loss: 0.5585, Accuracy: 0.7667, F1: 0.7601
Step 80/200 - Test Loss: 0.5514, Accuracy: 0.7833, F1: 0.7761
Step 100/200 - Test Loss: 0.4808, Accuracy: 0.8000, F1: 0.7946
Step 120/200 - Test Loss: 0.3706, Accuracy: 0.8333, F1: 0.8323
Step 140/200 - Test Loss: 0.2900, Accuracy: 0.8833, F1: 0.8836
Step 160/200 - Test Loss: 0.2693, Accuracy: 0.9167, F1: 0.9153
Step 180/200 - Test Loss: 0.3125, Accuracy: 0.9000, F1: 0.8989
Step 200/200 - Test Loss: 0.3485, Accuracy: 0.9000, F1: 0.8989

Final evaluation on the model from the last iteration...

=== Final Test Results for gru ===
Test Loss       : 0.3485
Test Accuracy   : 0.9000
Macro F1 score  : 0.8989
Confusion Matrix:
[[20  0  0]
 [ 2 17  1]
 [ 1  2 17]]

Saved final model to online_gesture_gru.pth

[simple cnn]
PS C:\Capstone\arm-pose-estimation-main> & C:/Users/bluei/AppData/Local/Programs/Python/Python312/python.exe c:/Capstone/arm-pose-estimation-main/src/wear_mocap_ape/classification/fine_tune_online.py --train-csv online_vxo.csv --test-csv vxo_gesture.csv --pretrained offline_gesture_simplecnn.pth --model simplecnn --output online_gesture_simplecnn.pth  --lr 1e-2 
>>
==================================================
### 1단계: simplecnn 모델 5-Fold 교차 검증 시작 ###
==================================================

--- Fold 1/5 ---
C:\Users\bluei\AppData\Local\Programs\Python\Python312\Lib\site-packages\torch\nn\modules\conv.py:306: UserWarning: Plan failed with a cudnnException: CUDNN_BACKEND_EXECUTION_PLAN_DESCRIPTOR: cudnnFinalize Descriptor Failed cudnn_status: CUDNN_STATUS_NOT_SUPPORTED (Triggered internally at ..\aten\src\ATen\native\cudnn\Conv_v8.cpp:919.)
  return F.conv1d(input, weight, bias, self.stride,
  Fold 1 | Epoch 1/25 | Val Loss: 0.3924, Val F1: 0.9154
  Fold 1 | Epoch 2/25 | Val Loss: 0.1475, Val F1: 0.9154
  Fold 1 | Epoch 3/25 | Val Loss: 0.0759, Val F1: 0.9722
  Fold 1 | Epoch 4/25 | Val Loss: 0.0450, Val F1: 1.0000
  Fold 1 | Epoch 5/25 | Val Loss: 0.0275, Val F1: 1.0000
  Fold 1 | Epoch 6/25 | Val Loss: 0.0230, Val F1: 1.0000
  Fold 1 | Epoch 7/25 | Val Loss: 0.0203, Val F1: 1.0000
  Fold 1 | Epoch 8/25 | Val Loss: 0.0179, Val F1: 1.0000
  Fold 1 | Epoch 9/25 | Val Loss: 0.0154, Val F1: 1.0000
  Fold 1 | Epoch 10/25 | Val Loss: 0.0134, Val F1: 1.0000
  Fold 1 | Epoch 11/25 | Val Loss: 0.0121, Val F1: 1.0000
  Fold 1 | Epoch 12/25 | Val Loss: 0.0110, Val F1: 1.0000
  Fold 1 | Epoch 13/25 | Val Loss: 0.0095, Val F1: 1.0000
  Fold 1 | Epoch 14/25 | Val Loss: 0.0082, Val F1: 1.0000
  Fold 1 | Epoch 15/25 | Val Loss: 0.0071, Val F1: 1.0000
  Fold 1 | Epoch 16/25 | Val Loss: 0.0063, Val F1: 1.0000
  Fold 1 | Epoch 17/25 | Val Loss: 0.0058, Val F1: 1.0000
  Fold 1 | Epoch 18/25 | Val Loss: 0.0055, Val F1: 1.0000
  Fold 1 | Epoch 19/25 | Val Loss: 0.0051, Val F1: 1.0000
  Fold 1 | Epoch 20/25 | Val Loss: 0.0049, Val F1: 1.0000
  Fold 1 | Epoch 21/25 | Val Loss: 0.0047, Val F1: 1.0000
  Fold 1 | Epoch 22/25 | Val Loss: 0.0045, Val F1: 1.0000
  Fold 1 | Epoch 23/25 | Val Loss: 0.0045, Val F1: 1.0000
  Fold 1 | Epoch 24/25 | Val Loss: 0.0042, Val F1: 1.0000
  Fold 1 | Epoch 25/25 | Val Loss: 0.0040, Val F1: 1.0000

--- Fold 2/5 ---
  Fold 2 | Epoch 1/25 | Val Loss: 0.5548, Val F1: 0.9165
  Fold 2 | Epoch 2/25 | Val Loss: 0.2937, Val F1: 0.9165
  Fold 2 | Epoch 3/25 | Val Loss: 0.1775, Val F1: 0.9441
